"suburb","dwelling_type","bedrooms","month_year","rent"
"Moorooka","House","4",2018-06-01,530
"Moorooka","House","4",2018-09-01,560
"Moorooka","House","4",2018-12-01,420
"Moorooka","House","4",2019-03-01,550
"Moorooka","House","4",2019-06-01,500
"Moorooka","House","4",2020-03-01,525
"Moorooka","House","4",2020-06-01,520
"Moorooka","House","4",2020-09-01,470
"Moorooka","House","4",2021-03-01,500
"Moorooka","House","4",2022-09-01,640
"Moorooka","House","4",2023-09-01,750
"Moorooka","Townhouse","2",2017-09-01,400
"Moorooka","Townhouse","2",2018-03-01,380
"Moorooka","Townhouse","2",2019-03-01,400
"Moorooka","Townhouse","2",2020-03-01,420
"Moorooka","Townhouse","2",2021-03-01,420
"Moorooka","Townhouse","2",2021-09-01,400
"Moorooka","Townhouse","2",2022-03-01,435
"Moorooka","Townhouse","2",2022-09-01,450
"Moorooka","Townhouse","3",2017-09-01,420
"Moorooka","Townhouse","3",2017-12-01,420
"Moorooka","Townhouse","3",2018-03-01,460
"Moorooka","Townhouse","3",2018-06-01,410
"Moorooka","Townhouse","3",2018-09-01,430
"Moorooka","Townhouse","3",2019-03-01,450
"Moorooka","Townhouse","3",2019-06-01,435
"Moorooka","Townhouse","3",2019-09-01,440
"Moorooka","Townhouse","3",2019-12-01,420
"Moorooka","Townhouse","3",2020-03-01,475
"Moorooka","Townhouse","3",2020-06-01,420
"Moorooka","Townhouse","3",2020-09-01,450
"Moorooka","Townhouse","3",2020-12-01,460
"Moorooka","Townhouse","3",2021-03-01,450
"Moorooka","Townhouse","3",2021-06-01,435
"Moorooka","Townhouse","3",2021-09-01,495
"Moorooka","Townhouse","3",2021-12-01,490
"Moorooka","Townhouse","3",2022-03-01,505
"Moorooka","Townhouse","3",2023-03-01,625
"Moorooka","Townhouse","3",2023-09-01,620
"Moorooka","All Dwellings","",2017-09-01,375
"Moorooka","All Dwellings","",2017-12-01,365
"Moorooka","All Dwellings","",2018-03-01,380
"Moorooka","All Dwellings","",2018-06-01,360
"Moorooka","All Dwellings","",2018-09-01,380
"Moorooka","All Dwellings","",2018-12-01,350
"Moorooka","All Dwellings","",2019-03-01,390
"Moorooka","All Dwellings","",2019-06-01,360
"Moorooka","All Dwellings","",2019-09-01,380
"Moorooka","All Dwellings","",2019-12-01,380
"Moorooka","All Dwellings","",2020-03-01,390
"Moorooka","All Dwellings","",2020-06-01,370
"Moorooka","All Dwellings","",2020-09-01,380
"Moorooka","All Dwellings","",2020-12-01,380
"Moorooka","All Dwellings","",2021-03-01,400
"Moorooka","All Dwellings","",2021-06-01,375
"Moorooka","All Dwellings","",2021-09-01,395
"Moorooka","All Dwellings","",2021-12-01,415
"Moorooka","All Dwellings","",2022-03-01,450
"Moorooka","All Dwellings","",2022-06-01,450
"Moorooka","All Dwellings","",2022-09-01,480
"Moorooka","All Dwellings","",2022-12-01,470
"Moorooka","All Dwellings","",2023-03-01,510
"Moorooka","All Dwellings","",2023-06-01,525
"Moorooka","All Dwellings","",2023-09-01,550
"Morningside","Flat","1",2017-09-01,300
"Morningside","Flat","1",2017-12-01,310
"Morningside","Flat","1",2018-03-01,295
"Morningside","Flat","1",2018-06-01,325
"Morningside","Flat","1",2018-12-01,290
"Morningside","Flat","1",2019-03-01,325
"Morningside","Flat","1",2019-06-01,299
"Morningside","Flat","1",2019-09-01,290
"Morningside","Flat","1",2019-12-01,319
"Morningside","Flat","1",2020-03-01,310
"Morningside","Flat","1",2020-06-01,300
"Morningside","Flat","1",2020-09-01,340
"Morningside","Flat","1",2021-03-01,325
"Morningside","Flat","1",2021-06-01,340
"Morningside","Flat","1",2021-09-01,280
"Morningside","Flat","1",2021-12-01,340
"Morningside","Flat","1",2022-03-01,330
"Morningside","Flat","1",2022-06-01,390
"Morningside","Flat","1",2022-09-01,390
"Morningside","Flat","1",2023-03-01,340
"Morningside","Flat","1",2023-06-01,405
"Morningside","Flat","2",2017-09-01,380
"Morningside","Flat","2",2017-12-01,380
"Morningside","Flat","2",2018-03-01,385
"Morningside","Flat","2",2018-06-01,390
"Morningside","Flat","2",2018-09-01,380
"Morningside","Flat","2",2018-12-01,380
"Morningside","Flat","2",2019-03-01,410
"Morningside","Flat","2",2019-06-01,385
"Morningside","Flat","2",2019-09-01,400
"Morningside","Flat","2",2019-12-01,400
"Morningside","Flat","2",2020-03-01,400
"Morningside","Flat","2",2020-06-01,400
"Morningside","Flat","2",2020-09-01,395
"Morningside","Flat","2",2020-12-01,420
"Morningside","Flat","2",2021-03-01,410
"Morningside","Flat","2",2021-06-01,415
"Morningside","Flat","2",2021-09-01,425
"Morningside","Flat","2",2021-12-01,415
"Morningside","Flat","2",2022-03-01,430
"Morningside","Flat","2",2022-06-01,450
"Morningside","Flat","2",2022-09-01,495
"Morningside","Flat","2",2022-12-01,520
"Morningside","Flat","2",2023-03-01,510
"Morningside","Flat","2",2023-06-01,500
"Morningside","Flat","2",2023-09-01,550
"Morningside","Flat","3",2017-09-01,490
"Morningside","Flat","3",2017-12-01,445
"Morningside","Flat","3",2018-03-01,475
"Morningside","Flat","3",2018-06-01,450
"Morningside","Flat","3",2018-09-01,460
"Morningside","Flat","3",2018-12-01,460
"Morningside","Flat","3",2019-03-01,500
"Morningside","Flat","3",2019-06-01,450
"Morningside","Flat","3",2019-09-01,470
"Morningside","Flat","3",2019-12-01,495
"Morningside","Flat","3",2020-03-01,500
"Morningside","Flat","3",2020-06-01,470
"Morningside","Flat","3",2020-09-01,480
"Morningside","Flat","3",2020-12-01,515
"Morningside","Flat","3",2021-03-01,520
"Morningside","Flat","3",2021-06-01,500
"Morningside","Flat","3",2021-09-01,550
"Morningside","Flat","3",2021-12-01,560
"Morningside","Flat","3",2022-03-01,525
"Morningside","Flat","3",2022-06-01,520
"Morningside","Flat","3",2022-09-01,600
"Morningside","Flat","3",2022-12-01,645
"Morningside","Flat","3",2023-06-01,615
"Morningside","Flat","3",2023-09-01,695
"Morningside","House","2",2017-09-01,395
"Morningside","House","2",2018-06-01,400
"Morningside","House","2",2019-03-01,430
"Morningside","House","2",2019-09-01,400
"Morningside","House","2",2021-03-01,450
"Morningside","House","2",2022-03-01,520
"Morningside","House","3",2017-09-01,420
"Morningside","House","3",2017-12-01,450
"Morningside","House","3",2018-03-01,470
"Morningside","House","3",2018-06-01,475
"Morningside","House","3",2018-09-01,460
"Morningside","House","3",2018-12-01,500
"Morningside","House","3",2019-03-01,480
"Morningside","House","3",2019-06-01,499
"Morningside","House","3",2019-09-01,500
"Morningside","House","3",2019-12-01,500
"Morningside","House","3",2020-03-01,500
"Morningside","House","3",2020-06-01,480
"Morningside","House","3",2020-09-01,490
"Morningside","House","3",2020-12-01,505
"Morningside","House","3",2021-03-01,510
"Morningside","House","3",2021-06-01,550
"Morningside","House","3",2021-09-01,575
"Morningside","House","3",2021-12-01,550
"Morningside","House","3",2022-03-01,550
"Morningside","House","3",2022-06-01,600
"Morningside","House","3",2022-09-01,650
"Morningside","House","3",2022-12-01,630
"Morningside","House","3",2023-03-01,600
"Morningside","House","3",2023-06-01,610
"Morningside","House","3",2023-09-01,650
"Morningside","House","4",2017-09-01,540
"Morningside","House","4",2017-12-01,595
"Morningside","House","4",2018-03-01,670
"Morningside","House","4",2018-06-01,550
"Morningside","House","4",2018-09-01,660
"Morningside","House","4",2019-03-01,650
"Morningside","House","4",2019-06-01,650
"Morningside","House","4",2019-09-01,700
"Morningside","House","4",2019-12-01,650
"Morningside","House","4",2020-03-01,610
"Morningside","House","4",2020-09-01,750
"Morningside","House","4",2021-03-01,800
"Morningside","House","4",2021-06-01,615
"Morningside","House","4",2021-12-01,700
"Morningside","House","4",2022-03-01,740
"Morningside","House","4",2022-06-01,750
"Morningside","House","4",2022-12-01,795
"Morningside","House","4",2023-09-01,800
"Morningside","Townhouse","2",2017-09-01,395
"Morningside","Townhouse","2",2017-12-01,400
"Morningside","Townhouse","2",2018-03-01,380
"Morningside","Townhouse","2",2018-06-01,380
"Morningside","Townhouse","2",2018-09-01,420
"Morningside","Townhouse","2",2018-12-01,430
"Morningside","Townhouse","2",2019-03-01,420
"Morningside","Townhouse","2",2019-06-01,400
"Morningside","Townhouse","2",2019-09-01,450
"Morningside","Townhouse","2",2019-12-01,400
"Morningside","Townhouse","2",2020-03-01,390
"Morningside","Townhouse","2",2020-12-01,425
"Morningside","Townhouse","2",2021-03-01,430
"Morningside","Townhouse","2",2021-06-01,450
"Morningside","Townhouse","2",2021-09-01,450
"Morningside","Townhouse","2",2022-03-01,440
"Morningside","Townhouse","2",2022-06-01,500
"Morningside","Townhouse","2",2022-09-01,540
"Morningside","Townhouse","2",2022-12-01,550
"Morningside","Townhouse","2",2023-03-01,560
"Morningside","Townhouse","2",2023-06-01,540
"Morningside","Townhouse","2",2023-09-01,560
"Morningside","Townhouse","3",2017-09-01,500
"Morningside","Townhouse","3",2017-12-01,490
"Morningside","Townhouse","3",2018-03-01,475
"Morningside","Townhouse","3",2018-06-01,480
"Morningside","Townhouse","3",2018-09-01,490
"Morningside","Townhouse","3",2018-12-01,480
"Morningside","Townhouse","3",2019-03-01,515
"Morningside","Townhouse","3",2019-06-01,495
"Morningside","Townhouse","3",2019-09-01,495
"Morningside","Townhouse","3",2019-12-01,495
"Morningside","Townhouse","3",2020-03-01,510
"Morningside","Townhouse","3",2020-06-01,480
"Morningside","Townhouse","3",2020-09-01,525
"Morningside","Townhouse","3",2020-12-01,530
"Morningside","Townhouse","3",2021-03-01,500
"Morningside","Townhouse","3",2021-06-01,565
"Morningside","Townhouse","3",2021-09-01,550
"Morningside","Townhouse","3",2021-12-01,580
"Morningside","Townhouse","3",2022-03-01,570
"Morningside","Townhouse","3",2022-06-01,595
"Morningside","Townhouse","3",2022-09-01,620
"Morningside","Townhouse","3",2022-12-01,595
"Morningside","Townhouse","3",2023-03-01,670
"Morningside","Townhouse","3",2023-06-01,675
"Morningside","Townhouse","3",2023-09-01,700
"Morningside","All Dwellings","",2017-09-01,420
"Morningside","All Dwellings","",2017-12-01,410
"Morningside","All Dwellings","",2018-03-01,430
"Morningside","All Dwellings","",2018-06-01,430
"Morningside","All Dwellings","",2018-09-01,440
"Morningside","All Dwellings","",2018-12-01,440
"Morningside","All Dwellings","",2019-03-01,450
"Morningside","All Dwellings","",2019-06-01,440
"Morningside","All Dwellings","",2019-09-01,450
"Morningside","All Dwellings","",2019-12-01,435
"Morningside","All Dwellings","",2020-03-01,450
"Morningside","All Dwellings","",2020-06-01,430
"Morningside","All Dwellings","",2020-09-01,450
"Morningside","All Dwellings","",2020-12-01,460
"Morningside","All Dwellings","",2021-03-01,450
"Morningside","All Dwellings","",2021-06-01,475
"Morningside","All Dwellings","",2021-09-01,460
"Morningside","All Dwellings","",2021-12-01,480
"Morningside","All Dwellings","",2022-03-01,500
"Morningside","All Dwellings","",2022-06-01,500
"Morningside","All Dwellings","",2022-09-01,550
"Morningside","All Dwellings","",2022-12-01,555
"Morningside","All Dwellings","",2023-03-01,560
"Morningside","All Dwellings","",2023-06-01,550
"Morningside","All Dwellings","",2023-09-01,625
"Mount Gravatt","Flat","1",2019-12-01,380
"Mount Gravatt","Flat","1",2020-12-01,280
"Mount Gravatt","Flat","1",2022-09-01,310
"Mount Gravatt","Flat","2",2017-09-01,410
"Mount Gravatt","Flat","2",2017-12-01,340
"Mount Gravatt","Flat","2",2018-03-01,370
"Mount Gravatt","Flat","2",2018-06-01,390
"Mount Gravatt","Flat","2",2018-09-01,360
"Mount Gravatt","Flat","2",2018-12-01,400
"Mount Gravatt","Flat","2",2019-03-01,370
"Mount Gravatt","Flat","2",2019-06-01,365
"Mount Gravatt","Flat","2",2019-09-01,400
"Mount Gravatt","Flat","2",2019-12-01,400
"Mount Gravatt","Flat","2",2020-03-01,385
"Mount Gravatt","Flat","2",2020-06-01,380
"Mount Gravatt","Flat","2",2020-09-01,350
"Mount Gravatt","Flat","2",2020-12-01,380
"Mount Gravatt","Flat","2",2021-03-01,390
"Mount Gravatt","Flat","2",2021-06-01,410
"Mount Gravatt","Flat","2",2021-09-01,415
"Mount Gravatt","Flat","2",2021-12-01,400
"Mount Gravatt","Flat","2",2022-03-01,420
"Mount Gravatt","Flat","2",2022-06-01,390
"Mount Gravatt","Flat","2",2022-09-01,450
"Mount Gravatt","Flat","2",2023-03-01,460
"Mount Gravatt","Flat","2",2023-06-01,470
"Mount Gravatt","Flat","2",2023-09-01,550
"Mount Gravatt","House","3",2017-09-01,400
"Mount Gravatt","House","3",2017-12-01,430
"Mount Gravatt","House","3",2018-03-01,395
"Mount Gravatt","House","3",2018-06-01,415
"Mount Gravatt","House","3",2018-12-01,425
"Mount Gravatt","House","3",2019-03-01,450
"Mount Gravatt","House","3",2019-06-01,415
"Mount Gravatt","House","3",2019-12-01,425
"Mount Gravatt","House","3",2020-03-01,435
"Mount Gravatt","House","3",2020-06-01,365
"Mount Gravatt","House","3",2020-09-01,440
"Mount Gravatt","House","3",2020-12-01,430
"Mount Gravatt","House","3",2021-06-01,420
"Mount Gravatt","House","3",2021-09-01,420
"Mount Gravatt","House","3",2022-03-01,485
"Mount Gravatt","House","3",2022-06-01,480
"Mount Gravatt","House","3",2022-09-01,490
"Mount Gravatt","House","3",2022-12-01,500
"Mount Gravatt","House","3",2023-03-01,530
"Mount Gravatt","All Dwellings","",2017-09-01,420
"Mount Gravatt","All Dwellings","",2017-12-01,400
"Mount Gravatt","All Dwellings","",2018-03-01,395
"Mount Gravatt","All Dwellings","",2018-06-01,390
"Mount Gravatt","All Dwellings","",2018-09-01,400
"Mount Gravatt","All Dwellings","",2018-12-01,400
"Mount Gravatt","All Dwellings","",2019-03-01,410
"Mount Gravatt","All Dwellings","",2019-06-01,390
"Mount Gravatt","All Dwellings","",2019-09-01,420
"Mount Gravatt","All Dwellings","",2019-12-01,390
"Mount Gravatt","All Dwellings","",2020-03-01,410
"Mount Gravatt","All Dwellings","",2020-06-01,380
"Mount Gravatt","All Dwellings","",2020-09-01,390
"Mount Gravatt","All Dwellings","",2020-12-01,420
"Mount Gravatt","All Dwellings","",2021-03-01,390
"Mount Gravatt","All Dwellings","",2021-06-01,440
"Mount Gravatt","All Dwellings","",2021-09-01,430
"Mount Gravatt","All Dwellings","",2021-12-01,435
"Mount Gravatt","All Dwellings","",2022-03-01,450
"Mount Gravatt","All Dwellings","",2022-06-01,425
"Mount Gravatt","All Dwellings","",2022-09-01,450
"Mount Gravatt","All Dwellings","",2022-12-01,500
"Mount Gravatt","All Dwellings","",2023-03-01,530
"Mount Gravatt","All Dwellings","",2023-06-01,520
"Mount Gravatt","All Dwellings","",2023-09-01,540
"Mount Gravatt East","Flat","1",2019-12-01,210
"Mount Gravatt East","Flat","1",2021-06-01,295
"Mount Gravatt East","Flat","1",2022-03-01,295
"Mount Gravatt East","Flat","1",2022-09-01,340
"Mount Gravatt East","Flat","1",2022-12-01,335
"Mount Gravatt East","Flat","1",2023-03-01,355
"Mount Gravatt East","Flat","1",2023-06-01,350
"Mount Gravatt East","Flat","1",2023-09-01,296
"Mount Gravatt East","Flat","2",2017-09-01,395
"Mount Gravatt East","Flat","2",2017-12-01,375
"Mount Gravatt East","Flat","2",2018-03-01,400
"Mount Gravatt East","Flat","2",2018-06-01,390
"Mount Gravatt East","Flat","2",2018-09-01,390
"Mount Gravatt East","Flat","2",2018-12-01,390
"Mount Gravatt East","Flat","2",2019-03-01,380
"Mount Gravatt East","Flat","2",2019-06-01,400
"Mount Gravatt East","Flat","2",2019-09-01,410
"Mount Gravatt East","Flat","2",2019-12-01,395
"Mount Gravatt East","Flat","2",2020-03-01,385
"Mount Gravatt East","Flat","2",2020-06-01,400
"Mount Gravatt East","Flat","2",2020-09-01,400
"Mount Gravatt East","Flat","2",2020-12-01,400
"Mount Gravatt East","Flat","2",2021-03-01,395
"Mount Gravatt East","Flat","2",2021-06-01,390
"Mount Gravatt East","Flat","2",2021-09-01,400
"Mount Gravatt East","Flat","2",2021-12-01,410
"Mount Gravatt East","Flat","2",2022-03-01,435
"Mount Gravatt East","Flat","2",2022-06-01,440
"Mount Gravatt East","Flat","2",2022-09-01,480
"Mount Gravatt East","Flat","2",2022-12-01,460
"Mount Gravatt East","Flat","2",2023-03-01,490
"Mount Gravatt East","Flat","2",2023-06-01,510
"Mount Gravatt East","Flat","2",2023-09-01,470
"Mount Gravatt East","Flat","3",2019-03-01,440
"Mount Gravatt East","Flat","3",2020-12-01,400
"Mount Gravatt East","Flat","3",2023-03-01,550
"Mount Gravatt East","House","2",2019-06-01,395
"Mount Gravatt East","House","3",2017-09-01,400
"Mount Gravatt East","House","3",2017-12-01,410
"Mount Gravatt East","House","3",2018-03-01,400
"Mount Gravatt East","House","3",2018-06-01,400
"Mount Gravatt East","House","3",2018-09-01,420
"Mount Gravatt East","House","3",2018-12-01,410
"Mount Gravatt East","House","3",2019-03-01,420
"Mount Gravatt East","House","3",2019-06-01,420
"Mount Gravatt East","House","3",2019-09-01,400
"Mount Gravatt East","House","3",2019-12-01,420
"Mount Gravatt East","House","3",2020-03-01,420
"Mount Gravatt East","House","3",2020-06-01,420
"Mount Gravatt East","House","3",2020-09-01,440
"Mount Gravatt East","House","3",2020-12-01,450
"Mount Gravatt East","House","3",2021-03-01,430
"Mount Gravatt East","House","3",2021-06-01,465
"Mount Gravatt East","House","3",2021-09-01,475
"Mount Gravatt East","House","3",2021-12-01,460
"Mount Gravatt East","House","3",2022-03-01,500
"Mount Gravatt East","House","3",2022-06-01,520
"Mount Gravatt East","House","3",2022-09-01,530
"Mount Gravatt East","House","3",2022-12-01,550
"Mount Gravatt East","House","3",2023-03-01,600
"Mount Gravatt East","House","3",2023-06-01,570
"Mount Gravatt East","House","3",2023-09-01,580
"Mount Gravatt East","House","4",2017-12-01,570
"Mount Gravatt East","House","4",2018-03-01,510
"Mount Gravatt East","House","4",2018-06-01,520
"Mount Gravatt East","House","4",2018-09-01,500
"Mount Gravatt East","House","4",2018-12-01,400
"Mount Gravatt East","House","4",2019-09-01,425
"Mount Gravatt East","House","4",2019-12-01,545
"Mount Gravatt East","House","4",2020-03-01,550
"Mount Gravatt East","House","4",2020-06-01,470
"Mount Gravatt East","House","4",2020-09-01,465
"Mount Gravatt East","House","4",2020-12-01,525
"Mount Gravatt East","House","4",2021-03-01,650
"Mount Gravatt East","House","4",2021-06-01,550
"Mount Gravatt East","House","4",2021-09-01,560
"Mount Gravatt East","House","4",2021-12-01,450
"Mount Gravatt East","House","4",2022-03-01,665
"Mount Gravatt East","House","4",2022-12-01,620
"Mount Gravatt East","House","4",2023-03-01,750
"Mount Gravatt East","House","4",2023-06-01,790
"Mount Gravatt East","Townhouse","2",2017-09-01,380
"Mount Gravatt East","Townhouse","2",2018-09-01,380
"Mount Gravatt East","Townhouse","2",2020-03-01,385
"Mount Gravatt East","Townhouse","3",2017-09-01,425
"Mount Gravatt East","Townhouse","3",2017-12-01,420
"Mount Gravatt East","Townhouse","3",2018-03-01,420
"Mount Gravatt East","Townhouse","3",2018-06-01,450
"Mount Gravatt East","Townhouse","3",2018-09-01,430
"Mount Gravatt East","Townhouse","3",2018-12-01,425
"Mount Gravatt East","Townhouse","3",2019-03-01,430
"Mount Gravatt East","Townhouse","3",2019-06-01,430
"Mount Gravatt East","Townhouse","3",2019-09-01,450
"Mount Gravatt East","Townhouse","3",2019-12-01,425
"Mount Gravatt East","Townhouse","3",2020-03-01,500
"Mount Gravatt East","Townhouse","3",2020-06-01,435
"Mount Gravatt East","Townhouse","3",2020-09-01,430
"Mount Gravatt East","Townhouse","3",2020-12-01,430
"Mount Gravatt East","Townhouse","3",2021-03-01,510
"Mount Gravatt East","Townhouse","3",2021-06-01,470
"Mount Gravatt East","Townhouse","3",2021-09-01,450
"Mount Gravatt East","Townhouse","3",2021-12-01,490
"Mount Gravatt East","Townhouse","3",2022-03-01,520
"Mount Gravatt East","Townhouse","3",2022-06-01,495
"Mount Gravatt East","Townhouse","3",2022-09-01,530
"Mount Gravatt East","Townhouse","3",2022-12-01,550
"Mount Gravatt East","Townhouse","3",2023-03-01,620
"Mount Gravatt East","Townhouse","3",2023-06-01,600
"Mount Gravatt East","Townhouse","3",2023-09-01,650
"Mount Gravatt East","All Dwellings","",2017-09-01,400
"Mount Gravatt East","All Dwellings","",2017-12-01,400
"Mount Gravatt East","All Dwellings","",2018-03-01,400
"Mount Gravatt East","All Dwellings","",2018-06-01,400
"Mount Gravatt East","All Dwellings","",2018-09-01,415
"Mount Gravatt East","All Dwellings","",2018-12-01,400
"Mount Gravatt East","All Dwellings","",2019-03-01,400
"Mount Gravatt East","All Dwellings","",2019-06-01,410
"Mount Gravatt East","All Dwellings","",2019-09-01,415
"Mount Gravatt East","All Dwellings","",2019-12-01,415
"Mount Gravatt East","All Dwellings","",2020-03-01,410
"Mount Gravatt East","All Dwellings","",2020-06-01,410
"Mount Gravatt East","All Dwellings","",2020-09-01,415
"Mount Gravatt East","All Dwellings","",2020-12-01,420
"Mount Gravatt East","All Dwellings","",2021-03-01,430
"Mount Gravatt East","All Dwellings","",2021-06-01,430
"Mount Gravatt East","All Dwellings","",2021-09-01,450
"Mount Gravatt East","All Dwellings","",2021-12-01,440
"Mount Gravatt East","All Dwellings","",2022-03-01,460
"Mount Gravatt East","All Dwellings","",2022-06-01,490
"Mount Gravatt East","All Dwellings","",2022-09-01,500
"Mount Gravatt East","All Dwellings","",2022-12-01,510
"Mount Gravatt East","All Dwellings","",2023-03-01,550
"Mount Gravatt East","All Dwellings","",2023-06-01,550
"Mount Gravatt East","All Dwellings","",2023-09-01,510
"Murarrie","Flat","2",2017-09-01,410
"Murarrie","Flat","2",2017-12-01,400
"Murarrie","Flat","2",2018-03-01,415
"Murarrie","Flat","2",2018-12-01,420
"Murarrie","Flat","2",2019-09-01,420
"Murarrie","Flat","2",2020-03-01,420
"Murarrie","Flat","2",2020-06-01,410
"Murarrie","Flat","2",2020-09-01,425
"Murarrie","Flat","2",2021-03-01,430
"Murarrie","Flat","2",2021-12-01,430
"Murarrie","Flat","2",2023-03-01,550
"Murarrie","Flat","2",2023-09-01,550
"Murarrie","House","3",2017-09-01,435
"Murarrie","House","3",2017-12-01,430
"Murarrie","House","3",2018-03-01,430
"Murarrie","House","3",2018-06-01,450
"Murarrie","House","3",2018-09-01,420
"Murarrie","House","3",2018-12-01,420
"Murarrie","House","3",2019-03-01,450
"Murarrie","House","3",2019-09-01,440
"Murarrie","House","3",2019-12-01,425
"Murarrie","House","3",2020-03-01,450
"Murarrie","House","3",2020-06-01,475
"Murarrie","House","3",2020-09-01,445
"Murarrie","House","3",2020-12-01,520
"Murarrie","House","3",2021-03-01,470
"Murarrie","House","3",2021-06-01,465
"Murarrie","House","3",2021-09-01,480
"Murarrie","House","3",2021-12-01,500
"Murarrie","House","3",2022-03-01,500
"Murarrie","House","3",2022-06-01,550
"Murarrie","House","3",2022-09-01,550
"Murarrie","House","3",2022-12-01,530
"Murarrie","House","3",2023-03-01,560
"Murarrie","House","3",2023-06-01,600
"Murarrie","House","3",2023-09-01,580
"Murarrie","House","4",2018-03-01,650
"Murarrie","House","4",2018-09-01,630
"Murarrie","House","4",2018-12-01,600
"Murarrie","House","4",2019-12-01,670
"Murarrie","Townhouse","3",2017-09-01,500
"Murarrie","Townhouse","3",2018-03-01,535
"Murarrie","Townhouse","3",2018-06-01,530
"Murarrie","Townhouse","3",2018-09-01,525
"Murarrie","Townhouse","3",2018-12-01,530
"Murarrie","Townhouse","3",2019-03-01,525
"Murarrie","Townhouse","3",2019-06-01,550
"Murarrie","Townhouse","3",2019-09-01,550
"Murarrie","Townhouse","3",2019-12-01,510
"Murarrie","Townhouse","3",2020-03-01,520
"Murarrie","Townhouse","3",2020-06-01,550
"Murarrie","Townhouse","3",2020-09-01,550
"Murarrie","Townhouse","3",2020-12-01,520
"Murarrie","Townhouse","3",2021-03-01,530
"Murarrie","Townhouse","3",2021-06-01,550
"Murarrie","Townhouse","3",2021-09-01,600
"Murarrie","Townhouse","3",2021-12-01,580
"Murarrie","Townhouse","3",2022-03-01,630
"Murarrie","Townhouse","3",2022-09-01,650
"Murarrie","Townhouse","3",2023-09-01,690
"Murarrie","All Dwellings","",2017-09-01,465
"Murarrie","All Dwellings","",2017-12-01,430
"Murarrie","All Dwellings","",2018-03-01,450
"Murarrie","All Dwellings","",2018-06-01,480
"Murarrie","All Dwellings","",2018-09-01,480
"Murarrie","All Dwellings","",2018-12-01,460
"Murarrie","All Dwellings","",2019-03-01,485
"Murarrie","All Dwellings","",2019-06-01,500
"Murarrie","All Dwellings","",2019-09-01,440
"Murarrie","All Dwellings","",2019-12-01,485
"Murarrie","All Dwellings","",2020-03-01,465
"Murarrie","All Dwellings","",2020-06-01,500
"Murarrie","All Dwellings","",2020-09-01,460
"Murarrie","All Dwellings","",2020-12-01,495
"Murarrie","All Dwellings","",2021-03-01,480
"Murarrie","All Dwellings","",2021-06-01,480
"Murarrie","All Dwellings","",2021-09-01,525
"Murarrie","All Dwellings","",2021-12-01,530
"Murarrie","All Dwellings","",2022-03-01,550
"Murarrie","All Dwellings","",2022-06-01,575
"Murarrie","All Dwellings","",2022-09-01,580
"Murarrie","All Dwellings","",2022-12-01,550
"Murarrie","All Dwellings","",2023-03-01,580
"Murarrie","All Dwellings","",2023-06-01,600
"Murarrie","All Dwellings","",2023-09-01,595
"Nathan","Flat","2",2019-03-01,320
"Nathan","All Dwellings","",2017-09-01,300
"Nathan","All Dwellings","",2018-03-01,295
"Nathan","All Dwellings","",2018-06-01,295
"Nathan","All Dwellings","",2018-09-01,285
"Nathan","All Dwellings","",2019-03-01,320
"Nathan","All Dwellings","",2020-03-01,280
"Nathan","All Dwellings","",2020-06-01,265
"Nathan","All Dwellings","",2020-09-01,295
"Nathan","All Dwellings","",2021-06-01,320
"Nathan","All Dwellings","",2022-03-01,410
"Nathan","All Dwellings","",2023-03-01,420
"Nathan","All Dwellings","",2023-09-01,400
"New Farm","Flat","1",2017-09-01,320
"New Farm","Flat","1",2017-12-01,310
"New Farm","Flat","1",2018-03-01,300
"New Farm","Flat","1",2018-06-01,340
"New Farm","Flat","1",2018-09-01,350
"New Farm","Flat","1",2018-12-01,330
"New Farm","Flat","1",2019-03-01,335
"New Farm","Flat","1",2019-06-01,310
"New Farm","Flat","1",2019-09-01,340
"New Farm","Flat","1",2019-12-01,330
"New Farm","Flat","1",2020-03-01,350
"New Farm","Flat","1",2020-06-01,330
"New Farm","Flat","1",2020-09-01,315
"New Farm","Flat","1",2020-12-01,320
"New Farm","Flat","1",2021-03-01,340
"New Farm","Flat","1",2021-06-01,335
"New Farm","Flat","1",2021-09-01,360
"New Farm","Flat","1",2021-12-01,355
"New Farm","Flat","1",2022-03-01,360
"New Farm","Flat","1",2022-06-01,375
"New Farm","Flat","1",2022-09-01,400
"New Farm","Flat","1",2022-12-01,380
"New Farm","Flat","1",2023-03-01,430
"New Farm","Flat","1",2023-06-01,425
"New Farm","Flat","1",2023-09-01,460
"New Farm","Flat","2",2017-09-01,435
"New Farm","Flat","2",2017-12-01,425
"New Farm","Flat","2",2018-03-01,420
"New Farm","Flat","2",2018-06-01,450
"New Farm","Flat","2",2018-09-01,450
"New Farm","Flat","2",2018-12-01,430
"New Farm","Flat","2",2019-03-01,440
"New Farm","Flat","2",2019-06-01,450
"New Farm","Flat","2",2019-09-01,470
"New Farm","Flat","2",2019-12-01,450
"New Farm","Flat","2",2020-03-01,460
"New Farm","Flat","2",2020-06-01,440
"New Farm","Flat","2",2020-09-01,450
"New Farm","Flat","2",2020-12-01,450
"New Farm","Flat","2",2021-03-01,450
"New Farm","Flat","2",2021-06-01,470
"New Farm","Flat","2",2021-09-01,485
"New Farm","Flat","2",2021-12-01,475
"New Farm","Flat","2",2022-03-01,500
